Project Number,Legacy Project Number,City,County,State,Zip Code,Sector,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Georeference
59395,4704-81240,Bayville,Nassau,NY,11709,Residential,Long Island Power Authority,Power Purchase Agreement,11/18/2015,05/18/2016,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),2,Trina Solar,TSM-255PD05.18,29,6769.34,1035,7.4,9469,POINT (-73.560422 40.907457)
10432,5181-0174-Financing,Seaford,Nassau,NY,11783,Residential,Long Island Power Authority,Purchase,06/24/2016,10/02/2017,Complete,Grid City Electric Corp,SolarEdge Technologies,SE10000A-US (240V),1,Hyundai Heavy Industries Green Energy Co.,HiS-S285RG(BK),48,46800,,11.97,14116,POINT (-73.491332 40.67888)
273319,,Brooklyn,Kings,NY,11236,Residential,Consolidated Edison,Lease,11/17/2020,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],11,LG Electronics Inc.,LG350N1C-V5,11,12638.5,770,3.85,4263,POINT (-73.902635 40.640299)
77043,,Poughkeepsie,Dutchess,NY,12601,Residential,Central Hudson Gas and Electric,Purchase,12/06/2016,01/26/2017,Complete,"Empire Solar Solutions, LLC",Enphase Energy,M250-72-2LL-S2X (240Vac),1,SolarWorld,SW 300 Mono,11,16500,977,3.3,2942,POINT (-73.916509 41.701885)
56269,4704-70062,Brentwood,Suffolk,NY,11717,Residential,Long Island Power Authority,Lease,07/29/2015,11/02/2015,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.6-OUTD-S-US-Z-A (240V),2,Trina Solar,TSM-260PD05.18,30,43680,749,7.8,9047,POINT (-73.247736 40.78528)
264517,,Brooklyn,Kings,NY,11203,Residential,Consolidated Edison,Purchase,09/24/2020,10/30/2020,Complete,SUNCO CAPITAL LLC,Enphase Energy Inc.,IQ7-60-x-ACM-US [208V],8,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 320,8,37187,512,2.56,2835,POINT (-73.933487 40.649707)
178252,,Queens,Queens,NY,11420,Residential,Consolidated Edison,Lease,03/08/2019,04/22/2019,Complete,SunRun Inc.,SMA America,SB3.8-1SP-US-40 [240V],1,LG Electronics Inc.,LG360Q1C-A5,12,18722,1011,4.32,4522,POINT (-73.815675 40.673382)
273651,,Jamaica,Queens,NY,11421,Residential,Consolidated Edison,Power Purchase Agreement,12/05/2020,01/06/2021,Complete,"IGS Solar, LLC",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],6,LG Electronics Inc.,LG350N1C-V5,6,9114,420,2.1,2634,POINT (-73.856988 40.691687)
45654,4968-79306,West Hempstead,Nassau,NY,11552,Residential,Long Island Power Authority,Purchase,10/29/2015,07/18/2016,Complete,Trinity Solar (dba for Trinity Heating and Air),SolarEdge Technologies,SE6000 (240V) w/ -ER-US or A-US,1,Trina Solar,TSM-260PD05.08,26,27040,446,6.76,8971,POINT (-73.653385 40.693979)
277985,,Oceanside,Nassau,NY,11572,Residential,Long Island Power Authority,Purchase,01/27/2021,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-US-& [240V],20,Hanwha Q CELLS,Q.PEAK DUO ML-G9+ 380,20,32160.8,,7.6,8437,POINT (-73.637997 40.635636)
138915,,Jamaica,Queens,NY,11427,Residential,Consolidated Edison,Purchase,07/27/2018,11/27/2018,Complete,Trinity Solar (dba for Trinity Heating and Air),SolarEdge Technologies Ltd.,SE3000H-US [240V],1,Hanwha Q CELLS,Q.PEAK BLK-G4.1 295,9,14602,796,2.66,3155,POINT (-73.749551 40.729539)
63254,5098-94874,Oakdale,Suffolk,NY,11769,Residential,Long Island Power Authority,Lease,04/07/2016,08/25/2016,Complete,NRG Residential Solar Solutions,Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),14,Canadian Solar,CS6P-260P,14,11280.65,541,3.52,3608,POINT (-73.131017 40.739354)
57890,5240-76049,Marlboro,Ulster,NY,12542,Residential,Central Hudson Gas and Electric,Purchase,10/02/2015,02/03/2016,Complete,"Green Street Power Partners, LLC",SMA America,SB6000TL-US-22 (240V) (240V),1,SunPower,SPR-E20-327,18,28700,,5.89,6262,POINT (-73.991483 41.606585)
270619,,Staten Island,Richmond,NY,10314,Residential,Consolidated Edison,Purchase,10/16/2020,11/30/2020,Complete,Venture Home Solar LLC,Enphase Energy Inc.,IQ7-60-x-US [240V],12,LG Electronics Inc.,LG340N1C-V5,12,27336,816,4.08,5490,POINT (-74.152798 40.604049)
100547,,Merrick,Nassau,NY,11566,Residential,Long Island Power Authority,Purchase,10/04/2017,01/26/2018,Complete,Sunrise Energy Corp.,Enphase Energy Inc.,IQ6-60-X-US (240V),30,Silfab,SLA300M,30,24115,,9,8500,POINT (-73.555545 40.668671)
148178,,Jamaica,Queens,NY,11423,Residential,Consolidated Edison,Power Purchase Agreement,08/14/2018,02/27/2019,Complete,Sunnova Energy Corp.,Enphase Energy Inc.,IQ6-60-x-US [208V],10,Hanwha Q Cells,Q.PEAK DUO BLK-G5 315,10,11517.52,945,3.15,3488,POINT (-73.76856 40.716566)
87475,,Yonkers,Westchester,NY,10705,Residential,Consolidated Edison,Lease,05/05/2017,03/06/2018,Complete,SunRun Inc.,SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,LG Electronics,LG310N1C-G4,12,12471,997,3.72,3398,POINT (-73.890871 40.918216)
120913,,Staten Island,Richmond,NY,10306,Residential,Consolidated Edison,Lease,05/17/2018,08/03/2018,Complete,SunPower Capital LLC,SunPower,SPR-X22-360-D-AC [240V],9,SunPower,SPR-X22-360-D-AC,9,15130.8,972,3.24,4011,POINT (-74.11862 40.568821)
40338,4704-80108,Bay Shore,Suffolk,NY,11706,Residential,Long Island Power Authority,Power Purchase Agreement,11/05/2015,07/20/2016,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.6-OUTD-S-US-Z-A (240V),2,Canadian Solar,CS6P-250PX,35,49000,788,8.75,11476,POINT (-73.255404 40.729218)
84516,,Wantagh,Nassau,NY,11793,Residential,Long Island Power Authority,Purchase,04/26/2017,06/07/2017,Complete,Sunrise Energy Corp.,Enphase Energy,M215-60-2LL-S2X-IG,24,Hyundai Heavy Industries Green Energy Co.,HiS-S260RG(BK),24,24960,,6.24,6199,POINT (-73.510289 40.683611)
246774,,Brooklyn,Kings,NY,11203,Residential,Consolidated Edison,Lease,05/14/2020,10/19/2020,Complete,SunRun Inc.,Delta Electronics,M4-TL-US [240V],1,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-310M,14,9871,868,4.34,4190,POINT (-73.933487 40.649707)
46536,5098-81206,New Hyde Park,Nassau,NY,11040,Residential,Long Island Power Authority,Lease,11/18/2015,02/29/2016,Complete,NRG Residential Solar Solutions,Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),12,LG Electronics Solar Cell Division,LG275S1C-B3,12,11335.26,660,3.3,3788,POINT (-73.680183 40.744867)
113779,,Brooklyn,Kings,NY,11203,Residential,Consolidated Edison,Lease,03/03/2018,03/16/2018,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3000H-US,1,REC Solar,REC285TP2 BLK,11,16194,878,3.14,2971,POINT (-73.933487 40.649707)
2014-655706-Sola,,East Islip,Suffolk,NY,11730,Residential,Long Island Power Authority,Lease,06/04/2014,03/11/2015,Complete,VIVINT SOLAR,Enphase En,,7,Trina Sola,,7,9371,686.89,1.79,2095,POINT (-73.177675 40.729397)
241532,,Brooklyn,Kings,NY,11235,Residential,Consolidated Edison,Purchase,03/21/2020,07/28/2020,Complete,Venture Home Solar LLC,Enphase Energy Inc.,IQ7-60-x-US [208V],9,LG Electronics Inc.,LG350N1C-V5,9,21609,630,3.15,3999,POINT (-73.950101 40.584205)
55353,5153-67336,Hempstead,Nassau,NY,11550,Residential,Long Island Power Authority,Lease,06/18/2015,11/06/2015,Complete,SunRun Inc.,ABB,PVI-6000-OUTD-US-A (240V),1,Hyundai Heavy Industries,HiS-M250RG(BK),26,24505,1001,6.5,8321,POINT (-73.619009 40.70222)
265261,,Brooklyn,Kings,NY,11208,Residential,Consolidated Edison,Purchase,09/26/2020,,Pipeline,,Enphase Energy Inc.,IQ7-60-x-ACM-US [208V],14,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 320,14,45453,896,4.48,4840,POINT (-73.872692 40.673742)
265224,,Brooklyn,Kings,NY,11236,Residential,Consolidated Edison,Purchase,10/22/2020,02/25/2021,Complete,SUNCO CAPITAL LLC,Enphase Energy Inc.,IQ7-60-x-ACM-US [208V],15,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 320,15,46297,960,4.8,5385,POINT (-73.902635 40.640299)
51153,4736-0048-Financing,East Northport,Suffolk,NY,11731,Residential,Long Island Power Authority,Purchase,05/16/2016,01/04/2017,Complete,American Solar Partners,SolarEdge Technologies,SE6000 (240V) w/ -ER-US or A-US,1,SolarWorld,SW 290 Mono,27,23490,,7.83,7700,POINT (-73.317892 40.864834)
265272,,Brooklyn,Kings,NY,11207,Residential,Consolidated Edison,Power Purchase Agreement,02/05/2021,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],7,LG Electronics Inc.,LG350N1C-V5,7,9286.2,490,2.45,2670,POINT (-73.893934 40.670047)
46913,4704-81384,Deer Park,Suffolk,NY,11729,Residential,Long Island Power Authority,Power Purchase Agreement,11/18/2015,06/02/2016,Complete,Tesla Energy Operations Inc.,ABB,PVI-4.2-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-260PD05.18,20,29120,437,5.2,7112,POINT (-73.326213 40.761014)
62075,4704-89950,New Hyde Park,Nassau,NY,11040,Residential,Long Island Power Authority,Power Purchase Agreement,02/09/2016,10/16/2016,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,REC Solar,REC260PE Z-LINK,11,16016,572,2.86,3731,POINT (-73.680183 40.744867)
263982,,Jamaica,Queens,NY,11433,Residential,Consolidated Edison,Purchase,11/19/2020,,Pipeline,,SunPower,SPR-E20-327-E-AC [208V],8,Sunpower,SPR-E20-327-E-AC,8,29836.91,523,2.62,3038,POINT (-73.787795 40.697789)
256184,,Flushing,Queens,NY,11358,Residential,Consolidated Edison,Lease,08/12/2020,11/25/2020,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7-60-x-US [240V],9,LG Electronics Inc.,LG330N1C-A5,9,7221,594,2.97,2967,POINT (-73.796208 40.760971)
194481,,Bronx,Bronx,NY,10461,Residential,Consolidated Edison,Purchase,07/09/2019,08/28/2019,Complete,Amergy Solar Inc.,SolarEdge Technologies Ltd.,SE3000H-US [240V],1,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN330SA16,10,22000,990,3.3,3658,POINT (-73.840311 40.846823)
238727,,Staten Island,Richmond,NY,10303,Residential,Consolidated Edison,Power Purchase Agreement,03/11/2020,08/14/2020,Complete,"IGS Solar, LLC",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],11,LG Electronics Inc.,LG350N1C-V5,11,17446.8,770,3.85,4818,POINT (-74.162953 40.629735)
39292,5159-71614,West Babylon,Suffolk,NY,11704,Residential,Long Island Power Authority,Power Purchase Agreement,09/10/2015,03/09/2016,Complete,Level Solar,SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,LG Electronics Solar Cell Division,LG300N1C-B3,9,13770,540,2.7,3729,POINT (-73.35823 40.718568)
116468,,Montrose,Westchester,NY,10548,Residential,Consolidated Edison,Lease,03/30/2018,03/25/2019,Complete,Sungevity Inc,SolarEdge Technologies Ltd.,SE3000H-US [240V],1,Hyundai Heavy Industries Green Energy Co.,HiS-S260MG(BK),16,12467,,4.16,4264,POINT (-73.939579 41.249304)
127712,,Valley Stream,Nassau,NY,11581,Residential,Long Island Power Authority,Purchase,06/25/2018,09/28/2018,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE10000H-US [240V],1,Silfab,SLG370M,26,34777,,9.62,8705,POINT (-73.712183 40.652939)
44911,4704-93576,Babylon,Suffolk,NY,11702,Residential,Long Island Power Authority,Power Purchase Agreement,03/23/2016,10/24/2016,Complete,Tesla Energy Operations Inc.,ABB,PVI-6000-OUTD-US-Z-A (240V),1,Trina Solar,TSM-255PD05.18,26,37128,875,6.63,7715,POINT (-73.380416 40.653301)
37652,4704-72138,Baldwin,Nassau,NY,11510,Residential,Long Island Power Authority,Power Purchase Agreement,09/01/2015,11/09/2015,Complete,Tesla Energy Operations Inc.,ABB,PVI-4.2-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-260PD05.18,20,29120,634,5.2,4754,POINT (-73.609748 40.654614)
59383,4704-81229-IRH,Medford,Suffolk,NY,11763,Residential,Long Island Power Authority,Lease,11/18/2015,12/05/2016,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-260PD05.18,9,9968.4,468,2.34,2762,POINT (-72.982416 40.822436)
156242,,Massapequa,Nassau,NY,11758,Residential,Long Island Power Authority,Purchase,10/04/2018,01/14/2019,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE7600H-US [240V],1,"S-Energy Co., Ltd.",SN355M-10,25,29731.25,,8.88,9770,POINT (-73.460296 40.682417)
44396,4355-79204-GJ,Sea Cliff,Nassau,NY,11579,Residential,Long Island Power Authority,Purchase,10/29/2015,04/05/2016,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies,SE5000 (240V) w/ -ER-US or A-US,1,SunPower,SPR-X21-345,15,25299,756,5.18,5118,POINT (-73.644218 40.845932)
46878,5321-0096-Financing,Bayport,Suffolk,NY,11705,Residential,Long Island Power Authority,Purchase,06/01/2016,10/12/2016,Complete,Long Island Power Solutions,Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),26,LG Electronics Solar Cell Division,LG315N1C-G4,26,27999.96,,8.19,8618,POINT (-73.05358 40.747853)
232765,,Staten Island,Richmond,NY,10314,Residential,Consolidated Edison,Lease,02/05/2020,03/30/2020,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7-60-x-US [240V],16,LG Electronics Inc.,LG330N1C-A5,16,16955,808,5.28,3650,POINT (-74.152798 40.604049)
260916,,Levittown,Nassau,NY,11756,Residential,Long Island Power Authority,Purchase,10/21/2020,12/23/2020,Complete,Element Energy LLC,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],50,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,50,56596.03,,17,19108,POINT (-73.517198 40.725845)
291347,,Queens,Queens,NY,11412,Residential,Consolidated Edison,Lease,02/10/2021,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],16,LG Electronics Inc.,LG350N1C-V5,16,12185,717,5.6,4840,POINT (-73.759234 40.698064)
224290,,Staten Island,Richmond,NY,10302,Residential,Consolidated Edison,Purchase,12/05/2019,02/06/2020,Complete,SunRun Inc.,Delta Electronics,M4-TL-US [240V],1,LG Electronics Inc.,LG365Q1C-V5,7,12017,767,2.56,2716,POINT (-74.137921 40.630538)
243282,,Brooklyn,Kings,NY,11236,Residential,Consolidated Edison,Purchase,05/14/2020,07/28/2020,Complete,Kamtech Restoration Corp,SunPower,SPR-E20-327-E-AC [208V],7,Sunpower,SPR-E20-327-E-AC,7,18312,458,2.29,2875,POINT (-73.902635 40.640299)
99670,,Amsterdam,Montgomery,NY,12010,Residential,National Grid,Power Purchase Agreement,10/13/2017,11/17/2017,Complete,Vivint Solar Development LLC,Enphase Energy Inc.,IQ6-60-X-US (240V),19,Hanwha Q CELLS,Q.PEAK BLK-G4.1 290,19,27424.5,906,5.51,3452,POINT (-74.182795 42.937079)
282847,,Brooklyn,Kings,NY,11213,Residential,Consolidated Edison,Purchase,12/29/2020,01/20/2021,Complete,"Brooklyn SolarWorks, LLC",SMA America,SB3.8-1SP-US-40 [208V],1,LG Electronics Inc.,LG375Q1C-V5,10,30902.81,750,3.75,4166,POINT (-73.936641 40.671145)
217822,,Mineola,Nassau,NY,11501,Residential,Long Island Power Authority,Purchase,10/31/2019,01/08/2020,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],22,Silfab,SLA300M,22,21052,,6.6,6709,POINT (-73.639378 40.747079)
271170,,Cutchogue,Suffolk,NY,11935,Residential,Long Island Power Authority,Purchase,10/16/2020,02/02/2021,Complete,Element Energy LLC,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],23,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,23,33266.18,,7.82,6168,POINT (-72.480611 41.014035)
45074,4704-94099,Poughkeepsie,Dutchess,NY,12603,Residential,Central Hudson Gas and Electric,Power Purchase Agreement,03/29/2016,07/27/2016,Complete,Tesla Energy Operations Inc.,SolarEdge Technologies,SE3000 (240V) w/ -ER-US or A-US,1,Trina Solar,TSM-255PD05.18,9,12852,588,2.3,2310,POINT (-73.875108 41.676409)
152912,,Westbury,Nassau,NY,11590,Residential,Long Island Power Authority,Purchase,10/03/2018,01/22/2019,Complete,Sunrise Energy Corp.,Enphase Energy Inc.,IQ6-60-x-US [240V],31,"Jinko Solar Co., Ltd",JKM295M-60,31,31367.35,,9.15,9985,POINT (-73.575268 40.75606)
116974,,Brooklyn,New York,NY,11208,Residential,Consolidated Edison,Lease,04/04/2018,08/10/2018,Complete,SunRun Inc.,Enphase Energy Inc.,IQ6-60-x-US [240V],8,REC Solar,REC290TP2,8,8324.16,659,2.32,2225,POINT (-73.872692 40.673742)
257967,,Peekskill,Westchester,NY,10566,Residential,Consolidated Edison,Lease,09/05/2020,11/23/2020,Complete,Vivint Solar Development LLC,Enphase Energy Inc.,IQ7-60-x-US [240V],9,"Jinko Solar Co., Ltd",JKM325M-60HBL,9,9498.31,585,2.93,3209,POINT (-73.917154 41.289818)
257966,,Bronx,Bronx,NY,10469,Residential,Consolidated Edison,Lease,08/24/2020,10/23/2020,Complete,SunRun Inc.,Delta Electronics,M4-TL-US [240V],1,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-310M,14,12637,868,4.34,4688,POINT (-73.847397 40.86878)
63000,4704-93278,Elmont,Nassau,NY,11003,Residential,Long Island Power Authority,Lease,03/18/2016,08/23/2016,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.6-OUTD-S-US-Z-A (240V),1,REC Solar,REC260PE Z-LINK,18,21762,936,4.68,6130,POINT (-73.705417 40.699473)
35056,4968-65403,Uniondale,Nassau,NY,11553,Residential,Long Island Power Authority,Lease,10/01/2015,11/20/2015,Complete,Trinity Solar (dba for Trinity Heating and Air),SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,Trina Solar,TSM-260PD05.08,19,16551.52,988,4.94,6382,POINT (-73.591014 40.704884)
106204,,Colonie,Albany,NY,12205,Residential,National Grid,Purchase,12/06/2017,03/08/2018,Complete,Kasselman Solar LLC,Enphase Energy Inc.,IQ6PLUS-72-x-US (240V),6,LG Electronics,LG360Q1C-A5,6,8474,567,2.16,2159,POINT (-73.824203 42.712719)
62021,5138-90398-IRH,West Babylon,Suffolk,NY,11704,Residential,Long Island Power Authority,Purchase,02/11/2016,10/31/2016,Complete,Sungevity Inc,ABB,PVI-3.0-OUTD-S-US-A (240V),2,Hyundai Heavy Industries,HiS-M250RG(BK),25,24411,925,6.25,6274,POINT (-73.35823 40.718568)
118318,,Troy,Rensselaer,NY,12180,Residential,National Grid,Lease,05/16/2018,06/21/2018,Complete,Tesla Energy Operations Inc.,SolarEdge Technologies Ltd.,SE3000H-US [240V] [SI1],1,SolarCity,SC325,8,11076,501,2.6,1920,POINT (-73.637848 42.736751)
204690,,Larchmont,Westchester,NY,10538,Residential,Consolidated Edison,Purchase,08/22/2019,12/20/2019,Complete,Sea Bright Solar,SunPower,SPR-X22-370-E-AC [240V],11,Sunpower,SPR-X22-370-E-AC,11,20350,757,4.07,3336,POINT (-73.756566 40.935552)
270898,,Kings Park,Suffolk,NY,11754,Residential,Long Island Power Authority,Purchase,10/15/2020,02/01/2021,Complete,Green Logic LLC,SunPower,SPR-X21-350-BLK-E-AC [240V],34,Sunpower,SPR-X21-350-BLK-E-AC,34,56565,,11.9,10668,POINT (-73.24573 40.885947)
250253,,syosset,Nassau,NY,11791,Residential,Long Island Power Authority,Purchase,06/12/2020,12/10/2020,Complete,Green Logic LLC,Enphase Energy Inc.,IQ7XS-96-y-ACM-z [240V],48,Sunpower,SPR-X22-360-E-AC,48,54904,,17.28,15957,POINT (-73.502403 40.818622)
2346,17942-39,Catskill,,NY,12414,Residential,Central Hudson Gas and Electric,,12/19/2011,12/19/2011,Complete,Hudson Valley Clean Energy,SMA America,SB5000US (240V),1,Schuco USA,MPE 185 MS 05,30,,,5.55,5534,POINT (-73.914148 42.225955)
167850,,Bronx,Bronx,NY,10466,Residential,Consolidated Edison,Lease,12/27/2018,02/26/2019,Complete,SunPower Capital LLC,SunPower,SPR-X22-360-D-AC [240V],7,Sunpower,SPR-X22-360-D-AC,7,15678.6,756,2.52,3158,POINT (-73.846822 40.891057)
260044,,Brooklyn,Kings,NY,11203,Residential,Consolidated Edison,Purchase,09/03/2020,11/03/2020,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7-60-x-US [240V],14,LG Electronics Inc.,LG330N1C-A5,14,21174,924,4.62,6177,POINT (-73.933487 40.649707)
122227,,White Plains,Westchester,NY,10606,Residential,Consolidated Edison,Lease,06/13/2018,08/14/2018,Complete,SunRun Inc.,"Ningbo Ginlong Technologies Co.,Ltd.",Solis-1P3K-4G-US [240V],1,LG Electronics Inc.,LG350Q1C-A5,10,11546.01,819,3.5,3588,POINT (-73.777334 41.023584)
44010,4704-90936,Brentwood,Suffolk,NY,11717,Residential,Long Island Power Authority,Power Purchase Agreement,02/18/2016,10/03/2016,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Hanwha Q-Cells,Q.PRO-G4/SC 265,7,10388,371,1.86,2351,POINT (-73.247736 40.78528)
118972,,Prattsvl,Greene,NY,12468,Residential,Central Hudson Gas and Electric,Power Purchase Agreement,06/19/2018,10/10/2018,Complete,Tesla Energy Operations Inc.,ABB,UNO-DM-3.3-TL-PLUS-US-SZ-RA [240V] [SI1],1,Hanwha Q CELLS,Q.PEAK G4.1/SC 305,8,10394.4,854,2.44,2925,POINT (-74.397379 42.298624)
258464,,Brooklyn,Kings,NY,11229,Residential,Consolidated Edison,Purchase,08/15/2020,09/17/2020,Complete,Venture Home Solar LLC,Enphase Energy Inc.,IQ7-60-x-US [208V],15,LG Electronics Inc.,LG335N1C-V5,15,20602.5,1005,5.03,5194,POINT (-73.943351 40.600494)
121019,,Mastic,Suffolk,NY,11950,Residential,Long Island Power Authority,Purchase,05/16/2018,08/10/2018,Complete,GreenLeaf Solar,Enphase Energy Inc.,IQ6-60-x-US [240V],52,LG Electronics Inc.,LG365N2C-B3,52,60000,,18.98,20279,POINT (-72.8486 40.806181)
7014,4704-55894,Smithtown,Suffolk,NY,11787,Residential,Long Island Power Authority,Lease,12/31/2014,03/23/2015,Complete,Tesla Energy Operations Inc.,ABB,PVI-5000-OUTD-US-Z-A (240V),1,Trina Solar,TSM-255PD05.18,22,31416,892,5.61,4523,POINT (-73.208486 40.851681)
262195,,Brooklyn,Kings,NY,11233,Residential,Consolidated Edison,Purchase,09/11/2020,10/14/2020,Complete,SUNCO CAPITAL LLC,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [208V],7,LG Electronics Inc.,LG375Q1C-V5,7,39820,525,2.63,3120,POINT (-73.919096 40.67783)
121081,,WOODHAVEN,Queens,NY,11421,Residential,Consolidated Edison,Lease,05/18/2018,07/26/2018,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3000H-US [240V],1,REC Solar,REC290TP2,11,19073.01,957,3.19,3533,POINT (-73.856988 40.691687)
290184,,Bronx,Bronx,NY,10461,Residential,Consolidated Edison,Lease,02/05/2021,,Pipeline,,SolarEdge Technologies Ltd.,SE3000H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,8,11977.79,544,2.72,3387,POINT (-73.840311 40.846823)
88498,,Schenectady,Schenectady,NY,12306,Residential,National Grid,Lease,05/17/2017,07/25/2017,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Hanwha Q CELLS,Q.PEAK G4.1/SC 300,11,14058,792,3.3,2661,POINT (-74.002183 42.798298)
272395,,Queens,Queens,NY,11434,Residential,Consolidated Edison,Lease,01/06/2021,02/03/2021,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],14,LG Electronics Inc.,LG345N1C-V5,14,10322,966,4.83,5740,POINT (-73.775656 40.676003)
241912,,Queens,Queens,NY,11433,Residential,Consolidated Edison,Purchase,03/26/2020,08/24/2020,Complete,SunPower Capital LLC,SunPower,SPR-E20-327-E-AC [208V],15,Sunpower,SPR-E20-327-E-AC,15,21582,981,4.91,5450,POINT (-73.787795 40.697789)
